IdReserva,IdHotel,IdTurista,IdActividad,IdTransporte,TotalReserva,DiasReserva,FechaLlegada
14285,496,191,1517,1197,2413.00,4,2020-07-29 00:00:00
14286,499,192,1524,1198,2013.00,6,2022-06-29 00:00:00
14287,500,193,1528,1199,2215.00,5,2023-03-01 00:00:00
14288,501,194,1529,1200,706.00,2,2022-03-04 00:00:00
14289,504,195,1530,1201,2381.00,4,2021-03-26 00:00:00
14290,507,196,1534,1202,1143.00,3,2020-10-18 00:00:00
14291,509,197,1536,1203,1368.00,2,2020-01-29 00:00:00
14292,514,198,1539,1204,615.00,2,2021-11-19 00:00:00
14293,515,199,1540,1205,2743.00,9,2019-11-18 00:00:00
14294,516,200,1541,1206,1011.00,6,2021-03-27 00:00:00
14295,517,201,1542,1207,523.00,8,2021-06-01 00:00:00
14296,518,202,1545,1208,2124.00,8,2023-10-01 00:00:00
14297,520,203,1547,1209,1587.00,6,2019-04-19 00:00:00
14298,521,204,1549,1210,2814.00,8,2021-01-24 00:00:00
14299,529,205,1552,1211,1298.00,2,2020-04-04 00:00:00
14300,530,206,1553,1213,1056.00,2,2019-01-08 00:00:00
14301,533,207,1559,1214,1785.00,9,2023-09-04 00:00:00
14302,534,208,1567,1215,775.00,4,2020-02-21 00:00:00
14303,535,209,1575,1216,1173.00,3,2020-10-29 00:00:00
14304,536,210,1576,1217,3019.00,9,2019-08-09 00:00:00
14305,537,211,1578,1218,740.00,1,2019-09-22 00:00:00
14306,538,212,1585,1219,2288.00,5,2021-10-17 00:00:00
14307,539,213,1588,1220,606.00,2,2023-01-04 00:00:00
14308,540,214,1589,1221,1894.00,4,2023-03-29 00:00:00
14309,541,215,1593,1222,2226.00,9,2019-11-20 00:00:00
14310,548,216,1594,1223,2267.00,7,2020-12-07 00:00:00
14311,553,217,1596,1224,622.00,1,2021-12-11 00:00:00
14312,554,218,1599,1225,1849.00,4,2022-11-14 00:00:00
14313,558,219,1600,1226,2446.00,7,2022-11-23 00:00:00
14314,559,220,1602,1227,1986.00,8,2023-01-03 00:00:00
14315,561,221,1603,1228,1329.00,5,2021-02-07 00:00:00
14316,562,222,1604,1229,3943.00,8,2020-06-18 00:00:00
14317,563,223,1605,1230,2076.00,7,2022-02-12 00:00:00
14318,565,224,1607,1231,1819.00,4,2022-08-04 00:00:00
14319,567,225,1609,1232,893.00,2,2020-01-13 00:00:00
14320,570,226,1612,1233,1792.00,4,2022-08-19 00:00:00
14321,571,227,1616,1234,404.00,8,2021-02-22 00:00:00
14322,572,228,1617,1235,1701.00,5,2022-11-02 00:00:00
14323,575,229,1618,1236,2424.00,5,2019-12-12 00:00:00
14324,576,230,1619,1237,1588.00,5,2022-09-12 00:00:00
14325,577,231,1629,1239,1509.00,3,2019-02-05 00:00:00
14326,578,232,1630,1240,842.00,1,2020-11-03 00:00:00
14327,579,233,1631,1241,1560.00,9,2022-12-19 00:00:00
14328,582,234,1635,1242,1063.00,8,2023-01-28 00:00:00
14329,583,235,1638,1243,2507.00,7,2020-07-14 00:00:00
14330,584,236,1641,1244,707.00,1,2022-06-05 00:00:00
14331,586,237,1643,1245,2515.00,6,2023-05-04 00:00:00
14332,588,238,1647,1246,1661.00,4,2022-04-30 00:00:00
14333,590,239,1655,1247,839.00,2,2022-11-24 00:00:00
14334,593,240,1660,1248,861.00,3,2019-02-18 00:00:00
14335,594,241,1661,1249,1723.00,6,2019-01-09 00:00:00
14336,595,242,1662,1250,1584.00,3,2021-01-06 00:00:00
14337,598,243,1666,1251,2637.00,8,2020-05-03 00:00:00
14338,599,244,1668,1252,2318.00,7,2021-09-27 00:00:00
14339,602,245,1669,1253,2983.00,9,2020-03-26 00:00:00
14340,603,246,1671,1254,1462.00,1,2022-05-21 00:00:00
14341,604,247,1672,1255,2705.00,8,2022-06-26 00:00:00
14342,605,248,1673,1256,934.00,3,2022-06-14 00:00:00
14343,607,249,1674,1257,1554.00,4,2022-12-20 00:00:00
14344,611,250,1678,1258,2804.00,5,2020-01-14 00:00:00
14345,616,251,1680,1259,1733.00,5,2022-10-19 00:00:00
14346,617,252,1682,1260,1790.00,5,2020-09-03 00:00:00
14347,618,253,1692,1261,2211.00,9,2021-06-08 00:00:00
14348,619,254,1694,1262,1989.00,5,2022-07-06 00:00:00
14349,621,255,1695,1263,1522.00,4,2021-01-01 00:00:00
14350,625,256,1703,1264,1226.00,2,2023-01-05 00:00:00
14351,627,257,1705,1265,1490.00,9,2022-08-03 00:00:00
14352,631,258,1708,1266,2842.00,9,2023-05-31 00:00:00
14353,632,259,1710,1267,2549.00,5,2021-06-11 00:00:00
14354,635,260,1715,1268,3483.00,9,2019-12-18 00:00:00
14355,637,261,1718,1269,903.00,1,2021-06-03 00:00:00
14356,641,262,1719,1270,1419.00,4,2020-04-27 00:00:00
14357,642,263,1720,1271,2269.00,5,2023-06-05 00:00:00
14358,643,264,1721,1272,1385.00,3,2019-12-20 00:00:00
14359,645,265,1728,1274,1558.00,7,2020-11-11 00:00:00
14360,649,266,1731,1275,1369.00,1,2022-04-28 00:00:00
14361,651,267,1732,1276,1352.00,5,2019-02-07 00:00:00
14362,653,268,1733,1277,612.00,5,2019-07-17 00:00:00
14363,657,269,1736,1278,1165.00,5,2022-10-04 00:00:00
14364,658,270,1740,1279,1838.00,7,2019-04-05 00:00:00
14365,659,271,1749,1280,1482.00,3,2023-07-15 00:00:00
14366,661,272,1755,1281,3300.00,8,2020-04-30 00:00:00
14367,662,273,1756,1282,1379.00,5,2023-08-07 00:00:00
14368,663,274,1757,1283,2129.00,7,2021-12-27 00:00:00
14369,664,275,1762,1284,2357.00,8,2019-02-14 00:00:00
14370,667,276,1766,1285,1422.00,1,2021-06-07 00:00:00
14371,668,277,1783,1286,3555.00,7,2019-05-04 00:00:00
14372,671,278,1787,1287,3429.00,8,2021-06-08 00:00:00
14373,673,279,1789,1288,3704.00,8,2019-08-24 00:00:00
14374,675,280,1793,1289,1486.00,6,2020-01-18 00:00:00
14375,676,281,1797,1290,1034.00,5,2020-09-24 00:00:00
14376,679,282,1798,1291,1219.00,7,2021-12-26 00:00:00
14377,681,283,1800,1292,1194.00,3,2021-04-07 00:00:00
14378,682,284,1809,1293,2031.00,6,2019-07-04 00:00:00
14379,689,285,1810,1294,264.00,2,2023-06-05 00:00:00
14380,690,286,1811,1295,1521.00,2,2021-09-15 00:00:00
14381,692,287,1814,1296,1536.00,5,2023-07-07 00:00:00
14382,693,288,1816,1297,1272.00,4,2021-11-30 00:00:00
14383,694,289,1820,1298,1223.00,8,2019-07-16 00:00:00
14384,695,290,1824,1299,1116.00,2,2023-10-03 00:00:00
14385,697,291,1825,1300,1765.00,3,2019-08-17 00:00:00
14386,698,292,1831,1301,2639.00,9,2020-04-05 00:00:00
14387,703,293,1832,1302,2678.00,9,2020-11-22 00:00:00
14388,705,294,1835,1303,2989.00,7,2022-09-17 00:00:00
14389,706,295,1838,1304,887.00,1,2022-08-09 00:00:00
14390,712,296,1839,1305,1437.00,5,2019-01-14 00:00:00
14391,714,297,1840,1307,2837.00,7,2021-12-06 00:00:00
14392,717,298,1847,1308,3049.00,8,2019-07-02 00:00:00
14393,718,299,1849,1309,2454.00,7,2020-01-10 00:00:00
14394,720,300,1852,1310,1251.00,2,2020-10-22 00:00:00
14395,722,301,1854,1311,979.00,5,2019-05-14 00:00:00
14396,729,302,1858,1312,858.00,1,2019-11-28 00:00:00
14397,730,303,1860,1313,2093.00,9,2019-12-05 00:00:00
14398,733,304,1864,1314,1470.00,6,2021-07-24 00:00:00
14399,735,305,1866,1316,247.00,1,2023-04-25 00:00:00
14400,736,306,1869,1317,4234.00,9,2019-08-28 00:00:00
14401,738,307,1874,1318,1206.00,3,2022-08-22 00:00:00
14402,741,308,1880,1319,1640.00,2,2023-04-02 00:00:00
14403,742,309,1881,1320,1713.00,3,2021-10-08 00:00:00
14404,743,310,1882,1321,3781.00,9,2020-10-28 00:00:00
14405,745,311,1886,1322,973.00,7,2019-05-23 00:00:00
14406,746,312,1887,1323,409.00,7,2021-03-16 00:00:00
14407,747,313,1888,1324,2536.00,8,2023-01-30 00:00:00
14408,753,314,1893,1325,1078.00,4,2022-06-08 00:00:00
14409,757,315,1895,1326,1448.00,3,2023-05-29 00:00:00
14410,759,316,1898,1327,2708.00,9,2019-09-13 00:00:00
14411,762,317,1904,1328,735.00,1,2020-03-24 00:00:00
14412,763,318,1905,1329,549.00,1,2019-12-18 00:00:00
14413,764,319,1913,1330,1314.00,7,2020-03-10 00:00:00
14414,767,320,1916,1331,1591.00,4,2021-02-24 00:00:00
14415,769,1002,1917,1332,1129.00,6,2021-02-21 00:00:00
14416,773,1003,1919,1333,2523.00,7,2023-05-17 00:00:00
14417,774,1004,1926,1334,1244.00,6,2021-05-20 00:00:00
14418,776,1005,1927,1335,1917.00,5,2020-09-05 00:00:00
14419,778,1006,1938,1336,2501.00,6,2021-06-03 00:00:00
14420,779,1007,1941,1337,2422.00,8,2021-10-29 00:00:00
14421,780,1008,1942,1338,1559.00,4,2019-11-01 00:00:00
14422,781,1009,1943,1339,3462.00,8,2022-10-04 00:00:00
14423,782,1010,1946,1340,1985.00,4,2020-06-12 00:00:00
14424,786,1011,1954,1341,1905.00,9,2021-10-03 00:00:00
14425,788,1012,1956,1342,1399.00,3,2021-05-01 00:00:00
14426,790,1013,1957,1343,1217.00,1,2020-07-11 00:00:00
14427,793,1014,1958,1344,1126.00,4,2020-05-25 00:00:00
14428,796,1015,1959,1345,2701.00,8,2023-02-22 00:00:00
14429,799,1016,1962,1346,1107.00,4,2022-07-27 00:00:00
14430,800,1017,1965,1347,872.00,7,2021-08-18 00:00:00
14431,801,1018,1969,1348,2287.00,4,2021-03-19 00:00:00
14432,802,1019,1970,1349,1437.00,5,2019-07-07 00:00:00
14433,804,1020,1977,1350,2604.00,6,2022-07-28 00:00:00
14434,805,1021,1981,1351,474.00,2,2020-03-14 00:00:00
14435,806,1022,1984,1352,3006.00,8,2020-03-18 00:00:00
14436,807,1023,1985,1353,911.00,5,2023-06-23 00:00:00
14437,808,1024,1998,1354,3726.00,9,2019-03-01 00:00:00
14438,809,1025,2000,1355,1220.00,3,2023-04-13 00:00:00
14439,602,1026,1669,1356,2087.00,6,2020-01-12 00:00:00
14440,603,1027,1671,1357,1760.00,2,2022-06-07 00:00:00
14441,604,1028,1672,1358,861.00,1,2023-01-02 00:00:00
14442,605,1029,1673,1359,819.00,2,2021-01-01 00:00:00
14443,607,1030,1674,1360,1694.00,6,2019-07-06 00:00:00
14444,611,1031,1678,1361,2231.00,3,2019-01-28 00:00:00
14445,616,1032,1680,1362,2378.00,9,2021-05-12 00:00:00
14446,617,1033,1682,1363,2426.00,8,2023-07-13 00:00:00
14447,618,1034,1692,1366,2087.00,8,2021-07-10 00:00:00
14448,619,1035,1694,1367,2517.00,7,2020-02-18 00:00:00
14449,621,1036,1695,1368,1251.00,3,2020-05-21 00:00:00
14450,625,1037,1703,1369,1710.00,5,2021-06-25 00:00:00
14451,627,1038,1705,1370,659.00,1,2022-10-02 00:00:00
14452,631,1039,1708,1371,1062.00,1,2019-11-10 00:00:00
14453,632,1040,1710,1372,1390.00,1,2021-10-27 00:00:00
14454,635,1041,1715,1373,2690.00,7,2022-08-16 00:00:00
14455,637,1042,1718,1374,932.00,1,2020-06-05 00:00:00
14456,641,1043,1719,1375,2019.00,8,2023-03-03 00:00:00
14457,642,1044,1720,1376,3117.00,7,2021-02-11 00:00:00
14458,643,1045,1721,1377,1514.00,3,2021-07-14 00:00:00
14459,645,1046,1728,1379,1229.00,2,2023-01-20 00:00:00
14460,649,1047,1731,1380,2845.00,7,2019-01-12 00:00:00
14461,651,1048,1732,1381,1227.00,4,2019-04-18 00:00:00
14462,653,1049,1733,1382,829.00,8,2021-11-24 00:00:00
14463,97,1050,1004,1383,1691.00,6,2023-08-03 00:00:00
14464,99,1051,1005,1384,2069.00,5,2023-05-05 00:00:00
14465,100,1052,1008,1385,1095.00,3,2019-02-08 00:00:00
14466,101,1053,1009,1386,1509.00,6,2022-01-14 00:00:00
14467,103,1054,1010,1387,1887.00,5,2022-04-03 00:00:00
14468,104,1055,1017,1388,3220.00,9,2022-10-05 00:00:00
14469,108,1056,1019,1389,3043.00,9,2020-10-10 00:00:00
14470,109,1057,1020,1390,776.00,5,2019-01-12 00:00:00
14471,113,1058,1022,1392,1382.00,4,2023-04-14 00:00:00
14472,116,1059,1024,1393,2571.00,8,2023-11-01 00:00:00
14473,125,1060,1031,1394,708.00,2,2019-12-21 00:00:00
14474,127,1061,1035,1395,3019.00,7,2019-12-26 00:00:00
14475,128,1062,1036,1396,1405.00,2,2021-09-21 00:00:00
14476,129,1063,1037,1397,858.00,4,2023-06-23 00:00:00
14477,132,1064,1040,1398,2195.00,4,2023-09-05 00:00:00
14478,134,1065,1043,1399,1869.00,5,2022-06-08 00:00:00
14479,135,1066,1047,1400,2678.00,7,2021-06-18 00:00:00
14480,136,1067,1049,1401,1294.00,2,2020-02-29 00:00:00
14481,137,1068,1050,1403,3220.00,9,2020-02-15 00:00:00
14482,138,1069,1059,1404,1755.00,5,2022-09-09 00:00:00
14483,139,1070,1060,1405,1711.00,6,2023-03-26 00:00:00
14484,141,1071,1061,1406,1535.00,6,2022-12-30 00:00:00
14485,145,1072,1062,1407,2016.00,4,2022-02-21 00:00:00
14486,146,1073,1063,1408,1358.00,2,2023-03-16 00:00:00
14487,148,1074,1070,1409,3123.00,9,2022-08-15 00:00:00
14488,149,1075,1073,1410,896.00,4,2022-09-30 00:00:00
14489,155,1076,1075,1411,1543.00,4,2022-08-13 00:00:00
14490,156,1077,1080,1412,709.00,1,2022-11-17 00:00:00
14491,157,1078,1081,1413,2144.00,7,2022-07-14 00:00:00
14492,158,1079,1085,1415,2775.00,6,2022-08-30 00:00:00
14493,160,1080,1088,1416,1140.00,3,2020-06-12 00:00:00
14494,161,1081,1093,1417,2638.00,6,2023-03-22 00:00:00
14495,162,1082,1097,1418,814.00,1,2019-06-17 00:00:00
14496,164,1083,1099,1419,2272.00,9,2020-07-12 00:00:00
14497,165,1084,1101,1420,758.00,4,2020-12-19 00:00:00
14498,167,1085,1102,1421,2069.00,4,2023-02-06 00:00:00
14499,169,1086,1105,1422,416.00,1,2019-08-25 00:00:00
14500,170,1087,1107,1423,1686.00,5,2021-12-16 00:00:00
14501,171,1088,1108,1424,1364.00,4,2022-04-04 00:00:00
14502,174,1089,1111,1425,1330.00,4,2022-12-29 00:00:00
14503,175,1090,1116,1426,2809.00,8,2022-08-12 00:00:00
14504,176,1091,1119,1427,1715.00,4,2019-05-01 00:00:00
14505,177,1092,1124,1428,993.00,1,2021-02-23 00:00:00
14506,178,1093,1134,1429,1469.00,7,2019-05-07 00:00:00
14507,180,1094,1137,1430,999.00,1,2021-02-04 00:00:00
14508,181,1095,1141,1431,2290.00,7,2020-02-14 00:00:00
14509,188,1096,1147,1432,589.00,1,2022-10-28 00:00:00
14510,191,1097,1150,1433,1020.00,1,2021-07-15 00:00:00
14511,192,1098,1151,1434,3832.00,8,2020-09-12 00:00:00
14512,193,1099,1153,1435,1174.00,1,2020-01-09 00:00:00
14513,196,1100,1154,1436,599.00,6,2021-09-29 00:00:00
14514,197,1101,1156,1437,1119.00,1,2022-11-16 00:00:00
